Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
2037,Rb,,Sand palm,Livistona humilis,Fruits,,,,,,6.00E+01,,1,8.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2038,Rb,,Sand palm,Livistona humilis,Fruits,,,,,,7.60E+01,,1,9.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2039,S,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+03,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2040,S,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+03,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2041,S,,Sand palm,Livistona humilis,Fruits,,,,,,2.10E+03,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2042,S,,Sand palm,Livistona humilis,Fruits,,,,,,2.50E+03,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2043,Sb,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2044,Sb,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2045,Sb,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2046,Sb,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2047,Se,,Sand palm,Livistona humilis,Fruits,,,,,,8.50E-02,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2048,Se,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2049,Se,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2050,Se,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2051,Sr,,Sand palm,Livistona humilis,Fruits,,,,,,2.80E-01,,1,1.40E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2052,Sr,,Sand palm,Livistona humilis,Fruits,,,,,,7.00E-01,,1,3.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2053,Sr,,Sand palm,Livistona humilis,Fruits,,,,,,1.20E+00,,1,5.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2054,Sr,,Sand palm,Livistona humilis,Fruits,,,,,,1.20E+00,,1,9.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2055,Th,Th-232,Sand palm,Livistona humilis,Fruits,,,,,,2.80E-01,,1,3.10E+00,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2056,Th,Th-232,Sand palm,Livistona humilis,Fruits,,,,,,2.80E-01,,1,5.30E+00,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2057,Th,Th-232,Sand palm,Livistona humilis,Fruits,,,,,,2.40E-01,,1,6.50E+00,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2058,Th,Th-232,Sand palm,Livistona humilis,Fruits,,,,,,2.80E-01,,1,6.90E+00,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2059,U,U-238,Sand palm,Livistona humilis,Fruits,,,,,,6.00E-01,,1,5.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2060,U,U-238,Sand palm,Livistona humilis,Fruits,,,,,,9.20E-01,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2061,U,U-238,Sand palm,Livistona humilis,Fruits,,,,,,1.40E+00,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2062,U,U-238,Sand palm,Livistona humilis,Fruits,,,,,,4.60E-01,,1,4.60E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2063,V,,Sand palm,Livistona humilis,Fruits,,,,,,<1.4E+1,,1,1.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2064,V,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,1.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2065,V,,Sand palm,Livistona humilis,Fruits,,,,,,<1.4E+1,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2066,V,,Sand palm,Livistona humilis,Fruits,,,,,,<1.4E+1,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2067,Zn,,Sand palm,Livistona humilis,Fruits,,,,,,9.00E+00,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2068,Zn,,Sand palm,Livistona humilis,Fruits,,,,,,9.90E+00,,1,1.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2069,Zn,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+01,,1,1.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2070,Zn,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+01,,1,1.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2071,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,2.20E+01,,1,4.80E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2072,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,9.30E+01,,1,8.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2073,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.10E+02,,1,9.80E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2009,R,,,0-10,,,,,,,,,,,1,1,1,39
2074,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,9.60E+01,,1,1.20E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2075,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,6.50E+00,,1,1.50E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
2076,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,2.30E+01,,1,1.80E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.53,,0-10,,,,,,,,,,,1,1,1,39
2077,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,9.60E+01,,1,2.30E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2078,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.30E+02,,1,2.50E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2079,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,2.00E+00,,1,2.90E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.46,,0-10,,,,,,,,,,,1,1,1,39
2080,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,7.30E+02,,1,3.60E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.1,,0-10,,,,,,,,,,,1,1,1,39
2081,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,2.00E+02,,1,4.90E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2082,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.30E+03,,1,5.60E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.09,,0-10,,,,,,,,,,,1,1,1,39
2083,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.20E+01,,1,6.30E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2084,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,8.00E+00,,1,6.70E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.55,,0-10,,,,,,,,,,,1,1,1,39
2085,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.40E+01,,1,6.80E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.19,,0-10,,,,,,,,,,,1,1,1,39
2086,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.20E+02,,1,7.60E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
2087,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,4.20E+01,,1,7.90E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2088,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,3.20E+00,,1,9.80E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2089,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,2.20E+01,,1,1.10E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2090,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,4.20E+01,,1,1.20E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2091,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,5.00E+01,,1,1.20E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2092,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,7.50E+01,,1,1.20E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.16,,0-10,,,,,,,,,,,1,1,1,39
2093,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,1.80E+02,,1,1.40E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
2094,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,5.10E+01,,1,1.50E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.35,,0-10,,,,,,,,,,,1,1,1,39
2095,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,3.40E+02,,1,1.70E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
2096,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,3.40E+01,,1,2.10E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.14,,0-10,,,,,,,,,,,1,1,1,39
2097,Al,,Bush apple,Syzygium spp.,Fruits,,,,,,4.20E+01,,1,5.80E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2098,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<4.9E-2,,1,1.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.53,,0-10,,,,,,,,,,,1,1,1,39
2099,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.0E-2,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.46,,0-10,,,,,,,,,,,1,1,1,39
2100,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2101,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<4.9E-2,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.55,,0-10,,,,,,,,,,,1,1,1,39
2102,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<4.9E-2,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.16,,0-10,,,,,,,,,,,1,1,1,39
2103,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<4.9E-2,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
2104,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2105,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,1.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2106,As,,Bush apple,Syzygium spp.,Fruits,,,,,,1.10E+00,,1,1.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.19,,0-10,,,,,,,,,,,1,1,1,39
2107,As,,Bush apple,Syzygium spp.,Fruits,,,,,,4.90E-02,,1,2.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.14,,0-10,,,,,,,,,,,1,1,1,39
2108,As,,Bush apple,Syzygium spp.,Fruits,,,,,,8.50E-02,,1,6.80E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2109,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.0E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
2110,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.0E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.09,,0-10,,,,,,,,,,,1,1,1,39
2111,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.1E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.1,,0-10,,,,,,,,,,,1,1,1,39
2112,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.2E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
2113,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2009,R,,,0-10,,,,,,,,,,,1,1,1,39
2114,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2115,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2116,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2117,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2118,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2119,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2120,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2121,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2122,As,,Bush apple,Syzygium spp.,Fruits,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2123,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.10E+01,,1,3.10E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2124,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,4.60E+00,,1,4.10E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2009,R,,,0-10,,,,,,,,,,,1,1,1,39
2125,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,8.80E+00,,1,6.40E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2126,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,3.50E+00,,1,6.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.46,,0-10,,,,,,,,,,,1,1,1,39
2127,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.60E+00,,1,7.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2128,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.20E+01,,1,8.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
2129,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.20E+01,,1,1.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2130,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,9.10E+00,,1,1.20E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.53,,0-10,,,,,,,,,,,1,1,1,39
2131,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,3.20E+01,,1,1.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.1,,0-10,,,,,,,,,,,1,1,1,39
2132,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,2.50E+00,,1,1.60E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2133,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,5.80E+00,,1,1.80E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2134,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.30E+01,,1,2.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
2135,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,4.50E+01,,1,2.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.09,,0-10,,,,,,,,,,,1,1,1,39
2136,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,5.30E+00,,1,2.20E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.55,,0-10,,,,,,,,,,,1,1,1,39
2137,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,6.10E+00,,1,2.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2138,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,4.40E+00,,1,2.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.19,,0-10,,,,,,,,,,,1,1,1,39
2139,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.40E+01,,1,2.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.16,,0-10,,,,,,,,,,,1,1,1,39
2140,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.40E+01,,1,2.60E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2141,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.30E+00,,1,3.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2142,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,1.40E+01,,1,4.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2143,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,8.60E+00,,1,5.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.35,,0-10,,,,,,,,,,,1,1,1,39
2144,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,3.90E+01,,1,5.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
2145,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,2.00E+01,,1,5.70E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2146,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,3.70E+01,,1,6.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
2147,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,2.70E+01,,1,8.60E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2148,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,6.60E+00,,1,9.60E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.14,,0-10,,,,,,,,,,,1,1,1,39
2149,Ba,,Bush apple,Syzygium spp.,Fruits,,,,,,2.30E+00,,1,1.80E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2150,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,7.30E+02,,1,4.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2009,R,,,0-10,,,,,,,,,,,1,1,1,39
2151,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.80E+03,,1,4.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.09,,0-10,,,,,,,,,,,1,1,1,39
2152,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,2.70E+03,,1,5.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2153,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,6.60E+02,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2154,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,6.90E+02,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2155,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.60E+03,,1,6.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.1,,0-10,,,,,,,,,,,1,1,1,39
2156,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.80E+03,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
2157,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,2.60E+03,,1,8.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
2158,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,5.00E+02,,1,9.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2159,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.00E+03,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2007,R,,,0-10,,,,,,,,,,,1,1,1,39
2160,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,2.60E+03,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
2161,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.30E+03,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
2162,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,4.60E+03,,1,1.50E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.16,,0-10,,,,,,,,,,,1,1,1,39
2163,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,7.60E+02,,1,1.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,0.46,,0-10,,,,,,,,,,,1,1,1,39
2164,Ca,,Bush apple,Syzygium spp.,Fruits,,,,,,1.70E+03,,1,2.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2005,R,,,0-10,,,,,,,,,,,1,1,1,39
