Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
1910,Mg,,White currant,Flueggia virosa,Fruits,,,,,,1.60E+03,,1,1.90E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1911,Mg,,White currant,Flueggia virosa,Fruits,,,,,,1.50E+03,,1,4.90E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1912,Mg,,White currant,Flueggia virosa,Fruits,,,,,,1.50E+03,,1,5.70E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1913,Mn,,White currant,Flueggia virosa,Fruits,,,,,,1.20E+01,,1,3.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1914,Mn,,White currant,Flueggia virosa,Fruits,,,,,,1.00E+01,,1,8.80E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1915,Mn,,White currant,Flueggia virosa,Fruits,,,,,,1.10E+01,,1,8.90E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1916,Na,,White currant,Flueggia virosa,Fruits,,,,,,1.60E+01,,1,<5.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1917,P,,White currant,Flueggia virosa,Fruits,,,,,,2.80E+03,,1,5.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1918,Pb,Pb-210,White currant,Flueggia virosa,Fruits,,,,,,1.30E+00,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1919,Pb,Pb-210,White currant,Flueggia virosa,Fruits,,,,,,1.10E+00,,1,1.50E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1920,Pb,,White currant,Flueggia virosa,Fruits,,,,,,2.00E-01,,1,1.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1921,Pb,,White currant,Flueggia virosa,Fruits,,,,,,3.00E-01,,1,2.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1922,Pb,,White currant,Flueggia virosa,Fruits,,,,,,1.20E+00,,1,2.90E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1923,Po,Po-210,White currant,Flueggia virosa,Fruits,,,,,,7.70E-01,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1924,Po,Po-210,White currant,Flueggia virosa,Fruits,,,,,,<1.8E+0,,1,1.50E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1925,Ra,Ra-226,White currant,Flueggia virosa,Fruits,,,,,,8.50E-01,,1,7.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1926,Ra,Ra-226,White currant,Flueggia virosa,Fruits,,,,,,4.60E-01,,1,1.00E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1927,Ra,Ra-226,White currant,Flueggia virosa,Fruits,,,,,,<1.9E+1,,1,1.40E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1928,Rb,,White currant,Flueggia virosa,Fruits,,,,,,3.00E+01,,1,7.30E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1929,S,,White currant,Flueggia virosa,Fruits,,,,,,1.80E+03,,1,5.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1930,Sb,,White currant,Flueggia virosa,Fruits,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1931,Se,,White currant,Flueggia virosa,Fruits,,,,,,<5.0E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1932,Sr,,White currant,Flueggia virosa,Fruits,,,,,,4.70E+00,,1,7.90E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1933,Sr,,White currant,Flueggia virosa,Fruits,,,,,,3.60E+00,,1,1.80E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1934,Sr,,White currant,Flueggia virosa,Fruits,,,,,,4.20E+00,,1,2.20E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1935,Th,Th-232,White currant,Flueggia virosa,Fruits,,,,,,<4.1E-2,,1,1.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1936,U,U-238,White currant,Flueggia virosa,Fruits,,,,,,1.90E-01,,1,1.00E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1937,U,U-238,White currant,Flueggia virosa,Fruits,,,,,,1.90E-01,,1,1.10E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1938,U,U-238,White currant,Flueggia virosa,Fruits,,,,,,7.50E-01,,1,4.50E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1939,V,,White currant,Flueggia virosa,Fruits,,,,,,5.80E-02,,1,4.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1940,Zn,,White currant,Flueggia virosa,Fruits,,,,,,8.40E+00,,1,1.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.38,,0-10,,,,,,,,,,,1,1,1,39
1941,Zn,,White currant,Flueggia virosa,Fruits,,,,,,6.30E+00,,1,3.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.24,,0-10,,,,,,,,,,,1,1,1,39
1942,Zn,,White currant,Flueggia virosa,Fruits,,,,,,9.60E+00,,1,4.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
1943,Al,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.20E+01,,1,6.60E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1944,As,,Gardenia,Gardenia megasperma,Fruits,,,,,,<5.1E-2,,1,2.10E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1945,Ba,,Gardenia,Gardenia megasperma,Fruits,,,,,,4.90E+01,,1,2.80E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1946,Ca,,Gardenia,Gardenia megasperma,Fruits,,,,,,5.10E+03,,1,4.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1947,Cd,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.00E-02,,1,4.00E-02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1948,Co,,Gardenia,Gardenia megasperma,Fruits,,,,,,<5.1E-2,,1,5.10E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1949,Cr,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.30E+00,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1950,Cu,,Gardenia,Gardenia megasperma,Fruits,,,,,,7.70E+00,,1,3.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1951,Fe,,Gardenia,Gardenia megasperma,Fruits,,,,,,7.40E+01,,1,4.50E+04,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1952,K,,Gardenia,Gardenia megasperma,Fruits,,,,,,5.90E+03,,1,1.90E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1953,Mg,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.80E+03,,1,2.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1954,Mn,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.10E+01,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1955,Na,,Gardenia,Gardenia megasperma,Fruits,,,,,,6.40E+01,,1,<1.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1956,P,,Gardenia,Gardenia megasperma,Fruits,,,,,,1.00E+03,,1,1.30E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1957,Pb,,Gardenia,Gardenia megasperma,Fruits,,,,,,3.10E-01,,1,1.90E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1958,Ra,Ra-226,Gardenia,Gardenia megasperma,Fruits,,,,,,2.20E+00,,1,3.50E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1959,Rb,,Gardenia,Gardenia megasperma,Fruits,,,,,,2.50E+01,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1960,S,,Gardenia,Gardenia megasperma,Fruits,,,,,,7.90E+02,,1,7.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1961,Sb,,Gardenia,Gardenia megasperma,Fruits,,,,,,<5.1E-1,,1,5.00E-02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1962,Se,,Gardenia,Gardenia megasperma,Fruits,,,,,,2.00E-01,,1,1.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1963,Sr,,Gardenia,Gardenia megasperma,Fruits,,,,,,7.90E+01,,1,8.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1964,Th,Th-232,Gardenia,Gardenia megasperma,Fruits,,,,,,<2.1E-1,,1,6.40E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1965,U,U-238,Gardenia,Gardenia megasperma,Fruits,,,,,,3.10E-01,,1,2.90E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1966,V,,Gardenia,Gardenia megasperma,Fruits,,,,,,<5.1E-2,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1967,Zn,,Gardenia,Gardenia megasperma,Fruits,,,,,,3.60E+01,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.39,,0-10,,,,,,,,,,,1,1,1,39
1968,Al,,Sand palm,Livistona humilis,Fruits,,,,,,4.20E+01,,1,3.20E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1969,Al,,Sand palm,Livistona humilis,Fruits,,,,,,<1.4E+1,,1,4.10E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1970,Al,,Sand palm,Livistona humilis,Fruits,,,,,,2.10E+01,,1,4.40E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1971,Al,,Sand palm,Livistona humilis,Fruits,,,,,,2.10E+01,,1,5.10E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1972,As,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1973,As,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1974,As,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1975,As,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1976,Ba,,Sand palm,Livistona humilis,Fruits,,,,,,1.40E-01,,1,7.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1977,Ba,,Sand palm,Livistona humilis,Fruits,,,,,,3.50E-01,,1,1.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1978,Ba,,Sand palm,Livistona humilis,Fruits,,,,,,1.80E-01,,1,1.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1979,Ba,,Sand palm,Livistona humilis,Fruits,,,,,,3.80E-01,,1,1.70E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1980,Ca,,Sand palm,Livistona humilis,Fruits,,,,,,3.20E+02,,1,2.10E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1981,Ca,,Sand palm,Livistona humilis,Fruits,,,,,,7.60E+02,,1,2.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1982,Ca,,Sand palm,Livistona humilis,Fruits,,,,,,4.20E+02,,1,2.90E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1983,Ca,,Sand palm,Livistona humilis,Fruits,,,,,,4.30E+02,,1,9.30E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1984,Cd,,Sand palm,Livistona humilis,Fruits,,,,,,<1.4E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1985,Cd,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1986,Cd,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1987,Cd,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1988,Co,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,8.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1989,Co,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,9.50E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1990,Co,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,1.40E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1991,Co,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,1.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1992,Cr,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E+0,,1,5.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1993,Cr,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+00,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1994,Cr,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E+0,,1,8.50E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1995,Cr,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E+0,,1,1.30E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1996,Cu,,Sand palm,Livistona humilis,Fruits,,,,,,9.00E+00,,1,4.40E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1997,Cu,,Sand palm,Livistona humilis,Fruits,,,,,,6.00E+00,,1,4.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1998,Cu,,Sand palm,Livistona humilis,Fruits,,,,,,1.20E+01,,1,5.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
1999,Cu,,Sand palm,Livistona humilis,Fruits,,,,,,6.00E+00,,1,5.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2000,Fe,,Sand palm,Livistona humilis,Fruits,,,,,,2.80E+01,,1,6.20E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2001,Fe,,Sand palm,Livistona humilis,Fruits,,,,,,4.20E+01,,1,7.20E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2002,Fe,,Sand palm,Livistona humilis,Fruits,,,,,,2.00E+01,,1,7.50E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2003,Fe,,Sand palm,Livistona humilis,Fruits,,,,,,2.10E+01,,1,8.50E+03,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2004,Hg,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2005,Hg,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2006,Hg,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2007,K,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+04,,1,3.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2008,K,,Sand palm,Livistona humilis,Fruits,,,,,,1.40E+04,,1,3.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2009,K,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+04,,1,3.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2010,K,,Sand palm,Livistona humilis,Fruits,,,,,,1.30E+04,,1,3.50E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2011,Mg,,Sand palm,Livistona humilis,Fruits,,,,,,1.40E+03,,1,2.70E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2012,Mg,,Sand palm,Livistona humilis,Fruits,,,,,,1.80E+03,,1,3.80E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2013,Mg,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+03,,1,4.10E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2014,Mg,,Sand palm,Livistona humilis,Fruits,,,,,,2.10E+03,,1,4.50E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2015,Mn,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+01,,1,1.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2016,Mn,,Sand palm,Livistona humilis,Fruits,,,,,,1.80E+01,,1,1.10E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2017,Mn,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+01,,1,3.70E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2018,Mn,,Sand palm,Livistona humilis,Fruits,,,,,,1.50E+01,,1,4.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2019,Na,,Sand palm,Livistona humilis,Fruits,,,,,,6.00E+01,,1,<5.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2020,Na,,Sand palm,Livistona humilis,Fruits,,,,,,7.00E+01,,1,<5.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2021,Na,,Sand palm,Livistona humilis,Fruits,,,,,,1.40E+02,,1,<5.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2022,Na,,Sand palm,Livistona humilis,Fruits,,,,,,1.40E+02,,1,<5.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2023,P,,Sand palm,Livistona humilis,Fruits,,,,,,1.50E+03,,1,1.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2024,P,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+03,,1,1.00E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2025,P,,Sand palm,Livistona humilis,Fruits,,,,,,1.70E+03,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2026,P,,Sand palm,Livistona humilis,Fruits,,,,,,2.20E+03,,1,1.60E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2027,Pb,Pb-210,Sand palm,Livistona humilis,Fruits,,,,,,1.80E+00,,1,3.40E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2028,Pb,,Sand palm,Livistona humilis,Fruits,,,,,,1.10E+00,,1,3.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2029,Pb,,Sand palm,Livistona humilis,Fruits,,,,,,<2.8E-1,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2030,Pb,,Sand palm,Livistona humilis,Fruits,,,,,,<2.8E-1,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2031,Pb,,Sand palm,Livistona humilis,Fruits,,,,,,<7.0E-2,,1,5.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2032,Po,Po-210,Sand palm,Livistona humilis,Fruits,,,,,,<1.1E+1,,1,3.40E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2033,Ra,Ra-226,Sand palm,Livistona humilis,Fruits,,,,,,3.20E-01,,1,3.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2034,Ra,Ra-226,Sand palm,Livistona humilis,Fruits,,,,,,7.00E-01,,1,7.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2035,Rb,,Sand palm,Livistona humilis,Fruits,,,,,,6.00E+01,,1,6.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
2036,Rb,,Sand palm,Livistona humilis,Fruits,,,,,,7.00E+01,,1,7.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
